"YEAR","STATE","EVTYPE","COUNT","FATALITIES","INJURIES","PROPDMG","CROPDMG"
2007,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",81,0,0,0.015,0
2007,"new hampshire","HAIL",135,0,0,0,0
2007,"new hampshire","LIGHTNING",10,0,3,0.997,0
2007,"new jersey","WINTER WEATHER",60,1,0,0,0
2007,"new jersey","WIND",22,0,0,0.547,0
2007,"new jersey","FLOOD",50,3,0,129.5,0
2007,"new jersey","COASTAL FLOOD OR EROSION / TIDE",71,0,0,0,0
2007,"new jersey","FLASH FLOOD",39,0,1,0.05,0
2007,"new jersey","LIGHTNING",23,2,7,1.111,0.001
2007,"new jersey","HAIL",20,0,0,0,0.1
2007,"new mexico","ICE / SNOW / FROST",36,0,0,0,0
2007,"new mexico","WIND",40,0,0,0.025,0
2007,"nevada","ICE / SNOW / FROST",30,1,2,0,0
2007,"nevada","WIND",50,1,2,0.056,0
2007,"nevada","COLD AND WINDCHILL",1,1,0,0,0
2007,"nevada","AVALANCHE",1,0,1,0,0
2007,"nevada","DUST STORM / DEVIL",7,0,0,0,0
2007,"nevada","HEAT",13,11,0,0,0
2007,"nevada","HAIL",2,0,0,0,0
2007,"nevada","LIGHTNING",4,0,0,1.25,0
2007,"nevada","FLASH FLOOD",8,0,0,5.302,0.005
2007,"nevada","THUNDERSTORM / THUNDERSTORM WIND",19,0,0,0.011,0
2007,"nevada","RAIN OR WET",1,0,0,0,0
2007,"new hampshire","ICE / SNOW / FROST",24,0,0,0.145,0
2007,"new hampshire","BLIZZARD / WINTER STORM",4,0,0,0.045,0
2007,"new hampshire","WIND",1,0,0,0,0
2007,"new hampshire","FLOOD",17,0,0,8.9,0
2007,"new hampshire","COASTAL FLOOD OR EROSION / TIDE",7,0,0,5.196,0
2007,"new hampshire","TORNADO",8,0,0,0,0
2007,"new hampshire","WINTER WEATHER",1,0,0,0.03,0
2007,"new jersey","RAIN OR WET",29,0,0,0.1,0
2007,"new jersey","COLD AND WINDCHILL",7,1,0,0,0
2007,"new jersey","BLIZZARD / WINTER STORM",16,0,0,0,0
2007,"new jersey","WILDFIRE",7,0,2,0.5,0
2007,"new jersey","ICE / SNOW / FROST",5,0,0,0,0
2007,"new jersey","MARINE WIND / SWELL / SURF",6,1,0,0,0
2007,"new jersey","FOG",21,0,0,0,0
2007,"new jersey","THUNDERSTORM / THUNDERSTORM WIND",116,0,4,1.156,0
2007,"new jersey","HEAT",6,0,0,0,0
2007,"new mexico","BLIZZARD / WINTER STORM",8,0,0,0,0
2007,"new mexico","THUNDERSTORM / THUNDERSTORM WIND",54,0,0,0.341,0.001
2007,"new mexico","HAIL",220,0,0,0.2781,0.062
2007,"new mexico","TORNADO",25,2,45,22.555,0.255
2007,"new mexico","FLASH FLOOD",49,0,0,0.2695,0.005
2007,"new york","BLIZZARD / WINTER STORM",41,0,0,0.25,0
2007,"new york","FLOOD",73,1,1,11.951,0
2007,"new york","ICE / SNOW / FROST",85,0,0,3.734,0
2007,"new york","THUNDERSTORM / THUNDERSTORM WIND",502,1,8,3.032,0.01
2007,"new york","HAIL",301,0,0,0.24,0
2007,"new york","TORNADO",10,0,9,0.01,0
2007,"north carolina","WINTER WEATHER",26,0,0,0.04,0
2007,"north carolina","ICE / SNOW / FROST",30,0,0,0,2.012
2007,"north carolina","BLIZZARD / WINTER STORM",3,0,0,0,0
2007,"north carolina","THUNDERSTORM / THUNDERSTORM WIND",438,0,12,1.793,0
2007,"north carolina","HAIL",396,0,0,0.121,0.06
2007,"new mexico","LIGHTNING",1,0,0,0.002,0
2007,"new mexico","WILDFIRE",1,0,0,0.5,0
2007,"new york","WINTER WEATHER",24,0,0,0.05,0
2007,"new york","WIND",24,0,1,0.136,0
2007,"new york","COLD AND WINDCHILL",6,4,0,0,0
2007,"new york","FLASH FLOOD",65,4,0,30.678,0
2007,"new york","COASTAL FLOOD OR EROSION / TIDE",12,0,0,33,0
2007,"new york","RAIN OR WET",5,0,0,0.01,0
2007,"new york","LIGHTNING",12,1,8,0.799,0
2007,"new york","DROUGHT",2,0,0,0,0
2007,"new york","HEAT",1,0,0,0,0
2007,"north carolina","FLASH FLOOD",35,0,0,0.171,0
2007,"north carolina","TORNADO",20,0,0,0.271,0
2007,"north carolina","WIND",69,0,0,2.549,0.15
2007,"north carolina","WILDFIRE",4,0,0,1,0
2007,"north carolina","LIGHTNING",15,0,1,1.58,0
2007,"north carolina","FLOOD",5,0,0,0.005,0
2007,"north carolina","COASTAL FLOOD OR EROSION / TIDE",8,0,0,0.102,0
2007,"north carolina","DROUGHT",20,0,0,0,10.242
2007,"north carolina","MARINE WIND / SWELL / SURF",8,7,0,0,0
2007,"north carolina","RAIN OR WET",13,0,0,0.1,0
2007,"north dakota","HAIL",341,0,1,33.2596,64.58
2007,"north dakota","THUNDERSTORM / THUNDERSTORM WIND",166,0,0,17.509,161.803
2007,"north dakota","TORNADO",65,1,22,56.005,3.265
2007,"ohio","FLASH FLOOD",38,0,0,246.934,16.5
2007,"ohio","THUNDERSTORM / THUNDERSTORM WIND",455,1,0,6.6545,0.005
2007,"ohio","HAIL",271,0,0,111.424,0.175
2007,"ohio","TORNADO",13,0,0,2.575,0.001
2007,"ohio","ICE / SNOW / FROST",37,0,0,1.53,0.54
2007,"ohio","WINTER WEATHER",5,0,0,0.3,0
2007,"oklahoma","HAIL",470,0,1,0.167,0
2007,"oklahoma","TORNADO",64,2,7,10.476,0
2007,"oklahoma","THUNDERSTORM / THUNDERSTORM WIND",366,0,59,4.3628,0
2007,"north carolina","DUST STORM / DEVIL",2,0,0,0,0
2007,"north carolina","HEAT",2,1,1,0,0
2007,"north carolina","SURGE",2,0,0,0,0
2007,"north dakota","WIND",33,0,0,0.037,0
2007,"north dakota","COLD AND WINDCHILL",6,0,0,0,0
2007,"north dakota","DROUGHT",2,0,0,0,0
2007,"north dakota","BLIZZARD / WINTER STORM",18,0,0,0.015,0
2007,"north dakota","ICE / SNOW / FROST",13,0,0,0.025,0
2007,"north dakota","FLOOD",35,0,0,1.535,3.675
2007,"north dakota","FLASH FLOOD",20,0,0,0.815,0.05
2007,"north dakota","LIGHTNING",2,0,0,0.015,0
2007,"north dakota","RAIN OR WET",1,0,0,0,0
2007,"ohio","FLOOD",77,0,0,4.261,0.002
2007,"ohio","BLIZZARD / WINTER STORM",20,0,0,1.4,0
2007,"ohio","WIND",27,0,0,0.333,0
2007,"ohio","LIGHTNING",3,1,3,0.065,0
2007,"ohio","DROUGHT",6,0,0,0,0
2007,"ohio","HEAT",5,0,0,0,0
2007,"oklahoma","DROUGHT",3,0,0,0.775,0.7
2007,"oklahoma","COLD AND WINDCHILL",2,1,0,0,0
2007,"oklahoma","BLIZZARD / WINTER STORM",30,0,0,18.152,0
2007,"oklahoma","ICE / SNOW / FROST",26,0,0,310.018,0
2007,"oklahoma","WINTER WEATHER",23,0,0,0.035,0
2007,"oklahoma","WIND",100,0,0,0.3605,0
2007,"oklahoma","FLASH FLOOD",256,6,8,8.479,0
2007,"oklahoma","LIGHTNING",4,0,0,3.16,0
2007,"oklahoma","FLOOD",40,0,0,21.485,0
2007,"oklahoma","RAIN OR WET",46,0,0,0,0.387
2007,"pennsylvania","ICE / SNOW / FROST",58,0,0,0.88,0
2007,"pennsylvania","WINTER WEATHER",40,0,0,0.005,0
2007,"pennsylvania","WIND",18,0,0,0.092,0
2007,"pennsylvania","COLD AND WINDCHILL",16,0,0,0,0
2007,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",549,0,6,5.656,0.005
2007,"pennsylvania","FLASH FLOOD",88,0,0,28.658,0
2007,"pennsylvania","HAIL",219,0,0,1.651,0
2007,"pennsylvania","HEAT",8,1,0,0,0
2007,"pennsylvania","TORNADO",18,0,0,0.635,0
2007,"south carolina","HAIL",247,0,0,0,0.04
2007,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",361,0,7,9.6777,0
2007,"oklahoma","HEAT",2,1,0,0,0
2007,"oklahoma","WILDFIRE",1,0,0,0,0
2007,"oklahoma","DUST STORM / DEVIL",1,0,0,0,0
2007,"oklahoma","FOG",5,0,0,0.06,0
2007,"oregon","RAIN OR WET",51,0,0,0,0
2007,"oregon","WIND",154,0,0,83.561,0
2007,"oregon","FLOOD",16,1,0,75.524,0
2007,"oregon","ICE / SNOW / FROST",90,0,0,0,0
2007,"oregon","MARINE WIND / SWELL / SURF",3,3,2,0,0
2007,"oregon","COASTAL FLOOD OR EROSION / TIDE",2,0,0,18.3,0
2007,"oregon","TORNADO",5,0,0,0.02,0.022
2007,"oregon","BLIZZARD / WINTER STORM",3,0,0,0,0
2007,"oregon","HAIL",24,0,0,0.026,0.005
2007,"oregon","THUNDERSTORM / THUNDERSTORM WIND",14,0,0,0.105,0
2007,"oregon","WILDFIRE",16,0,0,0,0
2007,"oregon","FLASH FLOOD",4,0,0,0.006,0
2007,"oregon","LIGHTNING",1,0,0,0.06,0
2007,"oregon","VOG / SMOKE",1,0,0,0.1,0
2007,"oregon","LANDSLIDE / MUDSLIDE / ROCK SLIDE",1,0,0,1.5,0
2007,"oregon","AVALANCHE",2,0,0,0,0
2007,"oregon","WINTER WEATHER",5,0,0,0,0
2007,"pennsylvania","FLOOD",60,0,0,1.025,0
2007,"pennsylvania","COASTAL FLOOD OR EROSION / TIDE",22,0,0,0,0
2007,"pennsylvania","BLIZZARD / WINTER STORM",39,0,1,0.34,0
2007,"pennsylvania","WILDFIRE",5,0,0,1.2,0
2007,"pennsylvania","LIGHTNING",19,1,6,2.734,0
2007,"pennsylvania","RAIN OR WET",6,0,0,0,0
2007,"pennsylvania","DROUGHT",6,0,0,0,0
2007,"pennsylvania","FOG",8,0,0,0,0
2007,"rhode island","BLIZZARD / WINTER STORM",2,0,0,0,0
2007,"rhode island","FLOOD",7,0,0,0.105,0
2007,"rhode island","COASTAL FLOOD OR EROSION / TIDE",2,0,0,0.01,0
2007,"rhode island","WIND",10,0,0,0.104,0
2007,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
2007,"rhode island","HAIL",3,0,0,0,0
2007,"rhode island","FLASH FLOOD",1,0,0,0,0
2007,"rhode island","ICE / SNOW / FROST",2,0,0,0,0
2007,"south carolina","TORNADO",23,1,29,0.4395,0.015
2007,"south carolina","ICE / SNOW / FROST",6,0,0,0.015,1
2007,"south carolina","WINTER WEATHER",1,0,0,0,0
2007,"south carolina","WIND",8,1,0,0.5185,0
2007,"south carolina","BLIZZARD / WINTER STORM",4,0,0,0,0
2007,"south carolina","FLOOD",4,0,0,0,0
2007,"south carolina","DROUGHT",11,0,0,0,0
2007,"south carolina","MARINE WIND / SWELL / SURF",8,4,0,0,0
2007,"south carolina","RAIN OR WET",1,0,0,0,0
2007,"south carolina","LIGHTNING",8,2,4,0.0225,0
2007,"south carolina","FLASH FLOOD",15,0,0,0.055,0
2007,"south carolina","HEAT",2,1,0,0,0
2007,"south carolina","SURGE",1,0,0,0,0
2007,"south carolina","COASTAL FLOOD OR EROSION / TIDE",1,0,0,0,0
2007,"south dakota","DROUGHT",5,0,0,0,0
2007,"south dakota","WIND",70,0,0,0.14,0
2007,"south dakota","BLIZZARD / WINTER STORM",50,0,0,0,0
2007,"south dakota","WINTER WEATHER",20,0,0,0,0
2007,"south dakota","ICE / SNOW / FROST",27,0,0,0,0
2007,"south dakota","FLOOD",63,0,0,1.45,0
2007,"south dakota","HAIL",705,0,0,2.2,0
2007,"south dakota","THUNDERSTORM / THUNDERSTORM WIND",243,0,0,0.321,0.005
2007,"texas","HAIL",1326,0,0,34.4835,32.451
2007,"texas","FLASH FLOOD",1199,43,3,323.842,0.5
2007,"texas","THUNDERSTORM / THUNDERSTORM WIND",829,1,13,18.1922,2.669
2007,"texas","TORNADO",258,9,35,94.8545,0.075
2007,"south dakota","FLASH FLOOD",61,0,0,8.25,0
2007,"south dakota","COLD AND WINDCHILL",1,0,0,0,0
2007,"south dakota","TORNADO",51,0,1,0.809,0
2007,"south dakota","RAIN OR WET",4,0,0,0.067,0
2007,"south dakota","HEAT",1,0,0,0,0
2007,"south dakota","WILDFIRE",1,0,0,0,0
2007,"south dakota","LIGHTNING",1,0,0,0.002,0
2007,"tennessee","WIND",8,0,0,0.077,0
2007,"tennessee","WINTER WEATHER",4,0,0,0,0
2007,"tennessee","ICE / SNOW / FROST",10,0,0,0,0
2007,"tennessee","HAIL",153,0,0,0.0545,0
2007,"tennessee","THUNDERSTORM / THUNDERSTORM WIND",375,0,0,3.2238,0.034
2007,"tennessee","FLASH FLOOD",14,0,0,0.031,0
2007,"tennessee","LIGHTNING",20,1,0,1.729,0
2007,"tennessee","DROUGHT",25,0,0,0,0
2007,"tennessee","TORNADO",10,0,23,4.375,0
2007,"tennessee","RAIN OR WET",4,0,0,0.005,0
2007,"tennessee","HEAT",7,2,0,0,0
2007,"texas","DROUGHT",5,0,0,0,0.06
2007,"texas","WIND",122,0,2,0.529,0
2007,"texas","ICE / SNOW / FROST",66,0,5,0.968,0
2007,"texas","BLIZZARD / WINTER STORM",35,0,0,0.096,0.023
2007,"texas","WINTER WEATHER",46,3,153,1.665,0
2007,"texas","FLOOD",146,3,3,11.942,0
2007,"texas","COLD AND WINDCHILL",9,1,0,0,0
2007,"texas","RAIN OR WET",30,0,0,0.26,0
2007,"texas","DUST STORM / DEVIL",2,0,0,0,0
2007,"texas","WILDFIRE",16,0,5,0.1852,0
2007,"texas","LIGHTNING",55,6,11,2.4713,0
2007,"texas","MARINE WIND / SWELL / SURF",2,2,0,0,0
2007,"texas","HEAT",3,2,6,0,0
2007,"texas","TROPICAL STORM / HURRICANE / TYPHOON",7,1,12,37.55,0
2007,"texas","FOG",3,0,0,0.14,0
2007,"utah","FLASH FLOOD",37,0,0,2.398,0
2007,"utah","RAIN OR WET",14,0,0,0,0
2007,"utah","TORNADO",1,0,0,0,0
2007,"utah","HAIL",15,0,0,0,0
2007,"utah","THUNDERSTORM / THUNDERSTORM WIND",45,0,0,0.059,0
2007,"virginia","HAIL",242,0,0,0.169,0.25
2007,"virginia","THUNDERSTORM / THUNDERSTORM WIND",482,0,0,2.67385,0.045
2007,"west virginia","WINTER WEATHER",20,0,0,0,0
2007,"west virginia","ICE / SNOW / FROST",34,0,0,0.015,0
2007,"west virginia","FLOOD",42,1,0,2.884,0
2007,"west virginia","FOG",10,0,0,0,0
2007,"wisconsin","TORNADO",45,0,4,15.7998,0.004
2007,"wisconsin","HAIL",303,0,1,46.19,0.031
2007,"wisconsin","THUNDERSTORM / THUNDERSTORM WIND",416,0,1,38.402,10.306
2007,"texas","VOG / SMOKE",1,0,0,0,0
2007,"utah","DROUGHT",11,0,0,0,0
2007,"utah","WINTER WEATHER",27,0,0,0,0
2007,"utah","ICE / SNOW / FROST",56,0,0,0.1,0
2007,"utah","BLIZZARD / WINTER STORM",26,0,0,0,0
2007,"utah","WIND",11,0,0,0.013,0
2007,"utah","FOG",2,0,0,0,0
2007,"utah","AVALANCHE",7,7,5,0,0
2007,"utah","LIGHTNING",3,1,2,0.001,0
2007,"utah","WILDFIRE",3,9,0,0.7,0
2007,"utah","FLOOD",5,0,0,0.225,0
2007,"utah","LANDSLIDE / MUDSLIDE / ROCK SLIDE",1,0,0,0,0
2007,"vermont","WINTER WEATHER",21,0,0,0.076,0
2007,"vermont","BLIZZARD / WINTER STORM",28,0,0,0.195,0
2007,"vermont","ICE / SNOW / FROST",11,0,0,0.405,0
2007,"vermont","COLD AND WINDCHILL",5,0,0,0,0
2007,"vermont","WIND",8,0,0,1.235,0
2007,"vermont","FLOOD",8,0,0,0.155,0
2007,"vermont","LIGHTNING",16,0,0,1.867,0
2007,"vermont","FLASH FLOOD",12,0,0,4.04,0.025
2007,"vermont","HAIL",53,0,0,0.055,0
2007,"vermont","THUNDERSTORM / THUNDERSTORM WIND",125,0,0,3.7075,0.02
2007,"vermont","TORNADO",1,0,0,0,0
2007,"virginia","LIGHTNING",9,1,1,0.57,0
2007,"virginia","FLASH FLOOD",27,0,0,0.157,0
2007,"virginia","WINTER WEATHER",18,0,0,0,0
2007,"virginia","ICE / SNOW / FROST",57,0,0,0.094,4.956
2007,"virginia","WIND",101,1,1,1.321,0.001
2007,"virginia","BLIZZARD / WINTER STORM",7,0,0,0.01,0
2007,"virginia","FOG",24,0,0,0,0
2007,"virginia","FLOOD",27,0,0,0.015,0
2007,"virginia","WILDFIRE",2,0,2,0.085,0
2007,"virginia","COLD AND WINDCHILL",1,0,0,0.015,0
2007,"virginia","TORNADO",3,0,0,0.08,0
2007,"virginia","HEAT",2,0,0,0,0
2007,"virginia","DROUGHT",22,0,0,0,10
2007,"virginia","RAIN OR WET",52,0,0,0,0
2007,"washington","BLIZZARD / WINTER STORM",2,0,0,0,0
2007,"washington","WINTER WEATHER",9,0,0,0.111,0
2007,"washington","RAIN OR WET",16,0,0,69.02,0
2007,"washington","WIND",56,3,12,42.32,0.018
2007,"washington","LANDSLIDE / MUDSLIDE / ROCK SLIDE",3,1,0,1.251,0
2007,"washington","ICE / SNOW / FROST",53,0,0,0.051,0
2007,"washington","FLOOD",9,2,0,60.457,0
2007,"washington","TORNADO",2,0,0,0,0
2007,"washington","AVALANCHE",4,7,1,0,0
2007,"washington","HAIL",9,0,0,0.006,0
2007,"washington","THUNDERSTORM / THUNDERSTORM WIND",14,0,0,0.008,0
2007,"washington","WILDFIRE",28,0,0,5e-04,0
2007,"washington","LIGHTNING",3,0,5,0.006,0
2007,"washington","MARINE WIND / SWELL / SURF",1,1,0,0,0
2007,"washington","COASTAL FLOOD OR EROSION / TIDE",1,0,0,5,0
2007,"west virginia","BLIZZARD / WINTER STORM",12,0,0,0.005,0
2007,"west virginia","WIND",15,0,0,0.126,0
2007,"west virginia","FLASH FLOOD",24,0,0,0.486,0.05
2007,"west virginia","THUNDERSTORM / THUNDERSTORM WIND",180,0,1,0.7485,0
2007,"west virginia","HAIL",103,0,0,0.005,0.01
2007,"west virginia","RAIN OR WET",1,0,0,0.01,0
2007,"west virginia","LANDSLIDE / MUDSLIDE / ROCK SLIDE",1,0,0,0.005,0
2007,"west virginia","DROUGHT",13,0,0,0,0
2007,"west virginia","TORNADO",1,0,0,0.008,0
2007,"west virginia","LIGHTNING",2,0,0,0.0115,0
2007,"west virginia","HEAT",1,0,0,0,0
2007,"wisconsin","DROUGHT",19,0,0,0,0.05
2007,"wisconsin","BLIZZARD / WINTER STORM",94,0,0,0.01,0
2007,"wisconsin","WINTER WEATHER",15,0,0,0.3,0
2007,"wisconsin","ICE / SNOW / FROST",19,0,0,0,0
2007,"wisconsin","COLD AND WINDCHILL",9,1,0,0.004,0
2007,"wisconsin","WIND",10,0,0,0.545,0
2007,"wisconsin","FOG",18,0,0,0,0
2007,"wisconsin","FLOOD",15,0,0,7.925,0.94
2007,"wisconsin","LIGHTNING",30,1,0,11.749,0
2007,"wisconsin","RAIN OR WET",25,0,0,0.1905,0.05
2007,"wisconsin","WILDFIRE",2,0,0,0,0
2007,"wisconsin","FLASH FLOOD",58,1,0,87.9866,20.559
2007,"wyoming","BLIZZARD / WINTER STORM",47,0,0,0.13,0
2007,"wyoming","AVALANCHE",4,1,3,0,0
2007,"wyoming","WIND",74,0,5,0.3835,0
2007,"wyoming","FOG",3,0,0,0,0
2007,"wyoming","ICE / SNOW / FROST",11,0,0,0,0
2007,"wyoming","THUNDERSTORM / THUNDERSTORM WIND",50,0,0,0.1591,0.004
2007,"wyoming","HAIL",108,0,0,0.1,0
2007,"wyoming","FLOOD",7,0,0,0.058,0
2007,"wyoming","TORNADO",8,0,0,0,0
2007,"wyoming","RAIN OR WET",2,0,0,0,0
2007,"wyoming","FLASH FLOOD",30,0,0,1.717,0.002
2007,"wyoming","WILDFIRE",7,0,0,0.1,0
2008,"alabama","THUNDERSTORM / THUNDERSTORM WIND",605,1,16,8.30455,0.002
2008,"alabama","DROUGHT",36,0,0,0,0
2008,"alabama","WIND",29,1,1,0.385,0
2008,"alabama","HAIL",268,0,0,0.033,0
2007,"wyoming","LIGHTNING",1,0,1,0,0
2007,"wyoming","WINTER WEATHER",1,0,0,0,0
2008,"alabama","TORNADO",121,6,105,25.3915,0.005
2008,"alabama","RAIN OR WET",11,0,0,0,0
2008,"alabama","ICE / SNOW / FROST",14,0,0,0,0
2008,"alabama","WINTER WEATHER",11,0,0,0,0
2008,"alabama","FLASH FLOOD",65,1,0,0.5745,0
2008,"alabama","LIGHTNING",25,1,6,0.43925,0
2008,"alabama","BLIZZARD / WINTER STORM",1,0,0,0,0
2008,"alabama","COASTAL FLOOD OR EROSION / TIDE",1,0,0,0,0
2008,"alabama","MARINE WIND / SWELL / SURF",5,5,0,0,0
2008,"alaska","ICE / SNOW / FROST",67,0,0,0.05,0
2008,"alaska","COLD AND WINDCHILL",15,0,0,0,0
2008,"alaska","BLIZZARD / WINTER STORM",99,0,0,0,0
2008,"alaska","WIND",59,0,0,0.14725,0
2008,"alaska","FLOOD",22,0,0,4.167,0
2008,"arkansas","HAIL",542,0,0,88.5015,0.1
2008,"arkansas","LIGHTNING",31,1,3,2.6716,0
2008,"alabama","HEAT",3,0,10,0,0
2008,"alabama","DUST STORM / DEVIL",1,0,0,0.005,0
2008,"alabama","TROPICAL STORM / HURRICANE / TYPHOON",6,0,0,0.035,0
2008,"alabama","SURGE",2,0,0,4.4,0
2008,"alabama","FLOOD",7,0,0,0.005,0
2008,"alabama","FOG",1,0,0,0.02,0
2008,"alaska","WINTER WEATHER",3,0,0,0,0
2008,"alaska","COASTAL FLOOD OR EROSION / TIDE",3,2,0,0.8,0
2008,"alaska","AVALANCHE",2,1,0,0,0
2008,"alaska","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0.005,0
2008,"alaska","FLASH FLOOD",1,0,0,0.002,0
2008,"alaska","MARINE WIND / SWELL / SURF",1,0,0,7,0
2008,"arizona","BLIZZARD / WINTER STORM",15,0,0,0,0
2008,"arizona","RAIN OR WET",20,0,0,0.132,0
2008,"arizona","FOG",1,0,0,0,0
2008,"arizona","WIND",34,0,1,0.147,0
2008,"arizona","FLOOD",7,0,0,0.777,0
2008,"arizona","FLASH FLOOD",70,7,3,12.065,0
2008,"arizona","ICE / SNOW / FROST",27,0,14,0,0
2008,"arizona","LIGHTNING",11,0,6,0.3255,0
2008,"arizona","WINTER WEATHER",2,0,53,0,0
2008,"arizona","HAIL",41,0,0,0.05,0
2008,"arizona","TORNADO",8,0,0,0,0
2008,"arizona","DUST STORM / DEVIL",9,0,0,0.005,0
2008,"arizona","THUNDERSTORM / THUNDERSTORM WIND",98,0,5,35.3025,0
2008,"arizona","HEAT",3,2,0,0,0
2008,"arizona","LANDSLIDE / MUDSLIDE / ROCK SLIDE",2,0,0,0,0
2008,"arkansas","TORNADO",117,21,225,357.696,0.2
2008,"arkansas","THUNDERSTORM / THUNDERSTORM WIND",448,1,7,13.9123,0.1
2008,"arkansas","FLASH FLOOD",257,2,1,47.561,1.5
2008,"arkansas","WINTER WEATHER",60,1,1,0.01,0
2008,"arkansas","ICE / SNOW / FROST",12,0,0,0.4,0
2008,"arkansas","WIND",29,1,0,1.2293,0
2008,"arkansas","WILDFIRE",1,0,1,0,0
2008,"arkansas","BLIZZARD / WINTER STORM",23,0,0,0,0
2008,"arkansas","COLD AND WINDCHILL",2,2,0,0,0
2008,"arkansas","FLOOD",95,4,0,124.631,6.385
2008,"california","WIND",308,0,4,8.93087,0.046
2008,"california","HEAT",30,0,1,0,0
2008,"california","WILDFIRE",40,1,9,154.6,0
2008,"california","ICE / SNOW / FROST",108,0,0,0.04,0.022
2008,"california","BLIZZARD / WINTER STORM",45,0,4,0.665,0
2008,"colorado","DROUGHT",2,0,0,0,0
2008,"colorado","BLIZZARD / WINTER STORM",173,0,0,0.015,0
2008,"colorado","WINTER WEATHER",170,0,0,0.015,0
2008,"colorado","WIND",50,0,10,0.596,0.005
2008,"colorado","ICE / SNOW / FROST",42,0,0,0,0
2008,"colorado","TORNADO",43,1,79,147.08,0
2008,"colorado","HAIL",392,0,0,1.039,0
2008,"colorado","LIGHTNING",21,4,7,0.9395,0.04
2008,"arkansas","RAIN OR WET",12,0,0,1.2,1
2008,"arkansas","HEAT",4,0,4,0,0
2008,"arkansas","TROPICAL STORM / HURRICANE / TYPHOON",9,0,1,3.598,0.2
2008,"california","FOG",26,0,0,0.11,0
2008,"california","DROUGHT",7,0,0,0,0
2008,"california","RAIN OR WET",15,0,14,0.405,0
2008,"california","MARINE WIND / SWELL / SURF",5,3,1,0,0
2008,"california","FLASH FLOOD",84,2,6,15.8545,0.61
2008,"california","COASTAL FLOOD OR EROSION / TIDE",1,0,0,0,0
2008,"california","WINTER WEATHER",25,3,0,0.015,0
2008,"california","TORNADO",15,0,1,1.11,0
2008,"california","FLOOD",6,0,0,0.016,0
2008,"california","AVALANCHE",3,4,4,0,0
2008,"california","THUNDERSTORM / THUNDERSTORM WIND",18,0,0,0.688,0
2008,"california","HAIL",14,0,2,0.005,0
2008,"california","COLD AND WINDCHILL",8,0,0,0,0
2008,"california","DUST STORM / DEVIL",5,0,14,0.0025,0
2008,"california","LIGHTNING",1,0,0,0.015,0
2008,"california","LANDSLIDE / MUDSLIDE / ROCK SLIDE",1,0,0,0.05,0
2008,"colorado","AVALANCHE",9,6,2,0.001,0
2008,"colorado","WILDFIRE",7,0,0,5.58,0
2008,"colorado","FOG",4,0,0,0.2,0
2008,"colorado","THUNDERSTORM / THUNDERSTORM WIND",72,0,1,0.21925,0
2008,"colorado","FLOOD",15,0,0,0.346,0.015
2008,"colorado","FLASH FLOOD",34,0,0,0.447,0.101
2008,"colorado","DUST STORM / DEVIL",1,0,0,0.01,0
2008,"colorado","RAIN OR WET",7,0,0,0.003,0
2008,"colorado","LANDSLIDE / MUDSLIDE / ROCK SLIDE",7,0,0,0.001,0
2008,"florida","HAIL",220,0,0,0.002,0
2008,"florida","THUNDERSTORM / THUNDERSTORM WIND",406,0,4,14.41575,0
2008,"florida","TORNADO",80,1,13,10.89859,0
2008,"florida","WILDFIRE",14,0,3,16.98,0
2008,"florida","LIGHTNING",64,4,21,6.747,0
2008,"florida","RAIN OR WET",87,0,0,0.172,0
2008,"florida","DROUGHT",7,0,0,0,0
2008,"florida","MARINE WIND / SWELL / SURF",28,21,6,0.3,0
2008,"connecticut","WINTER WEATHER",12,0,0,0,0
2008,"connecticut","WIND",15,0,2,0.0592,0
2008,"connecticut","ICE / SNOW / FROST",22,0,0,0.073,0
2008,"connecticut","BLIZZARD / WINTER STORM",1,0,0,0,0
2008,"connecticut","FLOOD",30,0,0,0.112,0
2008,"connecticut","THUNDERSTORM / THUNDERSTORM WIND",119,0,0,0.5085,0
2008,"connecticut","HAIL",42,0,0,5e-04,0
2008,"connecticut","FLASH FLOOD",21,1,0,0.64,0
2008,"connecticut","LIGHTNING",14,1,5,0.1545,0
2008,"connecticut","HEAT",1,0,0,0,0
2008,"connecticut","TORNADO",1,0,0,0,0
2008,"connecticut","TROPICAL STORM / HURRICANE / TYPHOON",1,0,0,0.004,0
2008,"connecticut","RAIN OR WET",1,0,0,0.1,0
2008,"delaware","DROUGHT",8,0,0,0,0
2008,"delaware","COASTAL FLOOD OR EROSION / TIDE",9,0,0,0,0
2008,"delaware","WIND",19,0,0,0.2285,0
2008,"delaware","WINTER WEATHER",14,0,0,0,0
2008,"delaware","FOG",1,0,0,0,0
2008,"delaware","FLOOD",3,0,0,0,0
2008,"delaware","THUNDERSTORM / THUNDERSTORM WIND",16,0,0,0.455,0
2008,"delaware","LIGHTNING",7,0,0,0.543,0
2008,"delaware","TORNADO",2,0,0,0,0
2008,"delaware","HEAT",3,0,0,0,0
2008,"delaware","FLASH FLOOD",5,0,0,0,0
2008,"delaware","HAIL",6,0,0,0,0
